000001,5,-0.044629587833669396,3.214096e-14,-1.998401e-15,-4.041212e-14
000002,5,-0.030268762834450996,0.003879738,-0.1849906,0.8085136
000003,5,-0.045547894051650176,0.007192398,-0.3682362,1.630418
000004,5,-0.06575053469252655,0.02045472,-0.5523196,2.389887
000005,5,-0.07536890613659059,0.02958663,-0.734327,3.173915
000006,5,-0.08712822856103968,0.03335121,-0.9183096,3.898587
000007,5,-0.07904371126898495,0.03816708,-1.102394,4.630767
000008,5,-0.06433332029700534,0.05059318,-1.285097,5.321596
000009,5,-0.055769289586697246,0.05170819,-1.470593,5.969282
000010,5,-0.05147539462904682,0.06247458,-1.655746,6.584575
000011,5,-0.050521804946808045,0.07747077,-1.839855,7.17943
000012,5,-0.05625928605640281,0.09159598,-2.023392,7.763325
000013,5,-0.06785501593738599,0.07806213,-2.20695,8.294502
000014,5,-0.08360703470770461,0.05269462,-2.394913,8.771047
000015,5,-0.09464461202721539,0.04539942,-2.579811,9.219163
000016,5,-0.10913497854749706,0.03629999,-2.767953,9.647129
000017,5,-0.1188349865424645,0.04725479,-2.953575,10.0472
000018,5,-0.12888771691073317,0.04201541,-3.142551,10.4353
000019,5,-0.13513462769471224,0.03769119,-3.333269,10.75569
000020,5,-0.1347518508710104,0.0317648,-3.523226,11.04825
000021,5,-0.13486595310236332,0.05072266,-3.706655,11.32402
000022,5,-0.1383667675992028,0.07039616,-3.888842,11.57202
000023,5,-0.13545477525654923,0.095297,-4.071233,11.79524
000024,5,-0.13363276191717158,0.09028128,-4.268076,11.89602
000025,5,-0.1373922925608086,0.09669037,-4.457474,12.008
000026,5,-0.14201814562575266,0.1064885,-4.644611,12.10436
000027,5,-0.14509907078387535,0.112343,-4.83371,12.19147
000028,5,-0.1462617108503044,0.1244047,-5.021684,12.28097
000029,5,-0.1491782530987074,0.1056002,-5.220757,12.29323
000030,5,-0.15312721197245052,0.1073966,-5.410556,12.33543
000031,5,-0.156266143938484,0.1060557,-5.599752,12.36696
000032,5,-0.15841171837245266,0.1205438,-5.782798,12.42383
000033,5,-0.16082568627785732,0.1175632,-5.973298,12.44527
000034,5,-0.16453021510602717,0.1252757,-6.160582,12.48072
